Timestamp,Umidade,Temp1,Temp2
2025/12/07 10:05:47;48,00;32,26;32,78
2025/12/07 10:10:48;48,00;33,24;34,74
2025/12/07 10:15:49;48,00;33,24;34,25
2025/12/07 10:20:50;49,00;33,72;35,22
2025/12/07 10:25:51;49,00;34,21;34,74
2025/12/07 10:30:52;49,00;33,72;34,25
2025/12/07 10:35:53;49,00;34,21;35,22
2025/12/07 10:40:54;50,00;33,72;34,74
2025/12/07 10:45:55;50,00;34,70;35,22
2025/12/07 10:50:56;50,00;33,72;35,22
2025/12/07 10:55:57;50,00;32,75;34,25
2025/12/07 11:00:58;50,00;33,24;34,25
2025/12/07 11:05:59;50,00;33,24;34,74
2025/12/07 11:10:30;50,00;34,21;35,71
2025/12/07 11:15:31;51,00;32,26;33,76
2025/12/07 11:20:32;51,00;31,28;32,78
2025/12/07 11:25:33;51,00;33,24;34,74
2025/12/07 11:30:35;51,00;31,28;32,78
2025/12/07 11:35:36;51,00;30,79;32,29
2025/12/07 11:40:37;50,00;30,30;31,80
2025/12/07 11:45:38;50,00;30,79;31,80
2025/12/07 11:50:40;50,00;31,28;32,78
2025/12/07 11:55:41;50,00;31,28;32,29
2025/12/07 12:00:42;49,00;31,77;32,78
2025/12/07 12:05:43;50,00;31,77;32,78
2025/12/07 12:10:44;50,00;31,77;33,27
2025/12/07 12:15:45;50,00;32,75;33,76
2025/12/07 12:20:47;50,00;33,72;34,25
2025/12/07 12:25:48;51,00;33,24;33,76
2025/12/07 12:30:49;51,00;34,70;35,22
2025/12/07 12:35:50;51,00;35,19;36,20
2025/12/07 12:40:51;52,00;35,68;36,69
2025/12/07 12:45:52;53,00;35,68;37,18
2025/12/07 12:50:53;53,00;34,21;35,22
2025/12/07 12:55:54;53,00;35,68;36,20
2025/12/07 13:00:55;53,00;35,19;36,69
2025/12/07 13:05:57;54,00;35,19;36,20
2025/12/07 13:10:58;53,00;35,19;36,69
2025/12/07 13:15:59;54,00;36,66;38,16
2025/12/07 13:20:30;54,00;35,68;37,67
2025/12/07 13:25:31;54,00;33,24;34,74
2025/12/07 13:30:32;54,00;33,24;34,25
2025/12/07 13:35:33;53,00;33,72;36,69
2025/12/07 13:40:34;54,00;33,24;34,74
2025/12/07 13:45:35;54,00;33,24;34,74
2025/12/07 13:50:36;52,00;35,19;36,69
2025/12/07 13:55:37;53,00;36,17;37,67
2025/12/07 14:00:38;53,00;34,21;35,71
2025/12/07 14:05:39;54,00;35,19;36,69
2025/12/07 14:10:41;54,00;36,66;38,65
2025/12/07 14:15:42;54,00;37,63;39,13
2025/12/07 14:20:43;54,00;35,68;37,67
2025/12/07 14:25:44;54,00;34,21;36,20
2025/12/07 14:30:45;54,00;33,24;35,22
2025/12/07 14:35:46;53,00;32,75;33,76
2025/12/07 14:40:47;53,00;33,72;35,22
2025/12/07 14:45:49;53,00;35,19;36,69
2025/12/07 14:50:50;53,00;34,70;36,69
2025/12/07 14:55:51;53,00;34,70;36,20
2025/12/07 15:00:52;53,00;35,19;36,20
2025/12/07 15:05:53;53,00;35,68;37,18
2025/12/07 15:10:55;53,00;33,72;34,74
2025/12/07 15:15:56;43,00;33,24;34,25
2025/12/07 15:20:57;51,00;32,75;33,76
2025/12/07 15:25:58;50,00;32,75;33,76
2025/12/07 15:30:59;50,00;32,75;33,27
2025/12/07 15:35:30;49,00;32,26;32,29
2025/12/07 15:40:32;49,00;32,26;32,29
2025/12/07 15:45:33;49,00;32,26;32,78
2025/12/07 15:50:34;48,00;32,75;32,78
2025/12/07 15:55:35;48,00;32,26;31,80
2025/12/07 16:00:36;47,00;31,77;31,80
2025/12/07 16:05:37;47,00;31,28;31,31
2025/12/07 16:10:39;46,00;30,79;30,83
2025/12/07 16:15:40;47,00;30,79;30,34
2025/12/07 16:20:41;48,00;30,79;30,34
2025/12/07 16:25:43;48,00;30,79;30,34
2025/12/07 16:30:44;47,00;30,30;29,85
2025/12/07 16:35:45;46,00;30,30;29,85
2025/12/07 16:40:46;44,00;30,30;29,85
2025/12/07 16:45:48;44,00;30,30;29,85
2025/12/07 16:50:49;46,00;29,81;29,36
2025/12/07 16:55:50;46,00;29,81;28,87
2025/12/07 17:00:51;46,00;29,81;28,87
2025/12/07 17:05:53;46,00;29,33;28,38
2025/12/07 17:10:54;45,00;28,84;28,38
2025/12/07 17:15:55;45,00;28,84;28,38
2025/12/07 17:20:56;43,00;28,35;27,89
2025/12/07 17:25:58;45,00;28,35;27,89
2025/12/07 17:30:59;45,00;28,35;27,89
2025/12/07 17:35:30;44,00;28,84;27,89
2025/12/07 17:40:32;45,00;28,35;27,89
2025/12/07 17:45:33;44,00;28,35;27,40
2025/12/07 17:50:35;44,00;27,86;27,40
2025/12/07 17:55:36;44,00;27,86;26,92
2025/12/07 18:00:38;44,00;27,86;26,92
2025/12/07 18:05:39;44,00;27,37;26,43
2025/12/07 18:10:40;44,00;27,37;26,43
2025/12/07 18:15:42;43,00;27,37;26,43
2025/12/07 18:20:43;43,00;27,37;26,43
2025/12/07 18:25:44;44,00;27,37;26,43
2025/12/07 18:30:46;44,00;27,37;26,43
2025/12/07 18:35:47;43,00;26,88;25,94
2025/12/07 18:40:48;43,00;26,88;25,94
2025/12/07 18:45:50;43,00;27,37;25,94
2025/12/07 18:50:51;43,00;27,37;25,94
2025/12/07 18:55:52;43,00;26,88;25,94
2025/12/07 19:00:54;43,00;26,88;25,94
2025/12/07 19:05:55;41,00;26,88;25,94
2025/12/07 19:10:57;40,00;26,88;25,45
2025/12/07 19:15:58;43,00;26,39;25,45
2025/12/07 19:20:59;42,00;26,39;24,96
2025/12/07 19:25:30;43,00;26,39;24,96
2025/12/07 19:30:32;42,00;26,39;24,96
2025/12/07 19:35:33;42,00;25,90;24,96
2025/12/07 19:40:35;43,00;25,90;24,96
2025/12/07 19:45:36;43,00;26,39;24,96
2025/12/07 19:50:38;43,00;25,42;24,47
2025/12/07 19:55:39;44,00;25,42;24,47
2025/12/07 20:00:41;43,00;25,42;24,47
2025/12/07 20:05:42;43,00;25,42;24,47
2025/12/07 20:10:43;43,00;25,42;24,47
2025/12/07 20:15:45;42,00;25,42;24,47
2025/12/07 20:20:46;43,00;25,42;24,47
2025/12/07 20:25:48;43,00;25,42;24,47
2025/12/07 20:30:49;42,00;25,42;23,98
2025/12/07 20:35:51;42,00;24,93;23,98
2025/12/07 20:40:52;41,00;25,42;23,98
2025/12/07 20:45:54;41,00;25,42;23,98
2025/12/07 20:50:55;41,00;24,93;23,98
2025/12/07 20:55:56;41,00;25,42;24,47
2025/12/07 21:00:58;40,00;25,42;24,47
2025/12/07 21:05:59;41,00;25,42;24,47
2025/12/07 21:10:30;42,00;25,90;24,47
2025/12/07 21:15:32;39,00;25,42;24,47
2025/12/07 21:20:33;43,00;31,77;30,83
2025/12/07 21:25:35;43,00;25,90;24,96
2025/12/07 21:30:36;43,00;25,42;24,47
2025/12/07 21:35:38;43,00;25,42;24,47
2025/12/07 21:40:39;42,00;25,42;24,47
2025/12/07 21:45:41;41,00;25,42;24,47
2025/12/07 21:50:42;41,00;25,42;24,47
2025/12/07 21:55:44;42,00;24,93;24,47
2025/12/07 22:00:45;42,00;25,42;24,47
2025/12/07 22:05:47;41,00;24,93;24,47
2025/12/07 22:10:48;42,00;24,93;23,98
2025/12/07 22:15:49;42,00;24,93;23,98
2025/12/07 22:20:51;40,00;24,93;23,98
2025/12/07 22:25:52;42,00;24,93;23,98
2025/12/07 22:30:54;41,00;24,93;23,98
2025/12/07 22:35:55;41,00;24,44;23,98
2025/12/07 22:40:57;41,00;24,44;23,98
2025/12/07 22:45:58;41,00;24,44;23,98
2025/12/07 22:55:31;40,00;24,44;23,49
2025/12/07 23:00:32;40,00;24,44;23,49
2025/12/07 23:05:34;41,00;24,44;23,49
2025/12/07 23:10:35;40,00;23,95;23,01
2025/12/07 23:15:37;39,00;23,95;23,01
2025/12/07 23:20:38;40,00;23,95;23,49
2025/12/07 23:25:40;40,00;24,44;23,98
2025/12/07 23:30:41;39,00;24,93;23,98
2025/12/07 23:35:43;41,00;24,93;23,98
2025/12/07 23:40:44;41,00;24,44;23,49
2025/12/07 23:45:46;40,00;24,44;23,98
2025/12/07 23:50:47;40,00;24,93;23,98
2025/12/07 23:55:48;40,00;24,93;23,98
2025/12/08 00:00:50;40,00;24,93;23,98
2025/12/08 00:05:51;40,00;24,93;23,98
2025/12/08 00:10:53;39,00;24,93;23,98
2025/12/08 00:15:54;39,00;24,93;23,98
2025/12/08 00:20:56;38,00;24,93;23,98
2025/12/08 00:25:57;34,00;24,93;23,98
2025/12/08 00:30:59;36,00;24,93;23,98
2025/12/08 00:35:30;34,00;24,93;23,98
2025/12/08 00:40:32;36,00;24,93;23,98
2025/12/08 00:45:33;35,00;24,93;23,98
2025/12/08 00:50:35;35,00;24,44;23,98
2025/12/08 00:55:36;35,00;24,44;23,98
2025/12/08 01:00:37;37,00;24,44;23,98
2025/12/08 01:05:39;37,00;24,44;23,98
2025/12/08 01:10:40;37,00;23,95;23,01
2025/12/08 01:15:42;36,00;24,44;23,49
2025/12/08 01:20:44;36,00;24,44;23,49
2025/12/08 01:25:45;37,00;23,95;23,49
2025/12/08 01:30:46;37,00;23,95;23,49
2025/12/08 01:35:48;35,00;23,95;23,49
2025/12/08 01:40:49;35,00;23,95;23,49
2025/12/08 01:45:51;34,00;23,95;23,01
2025/12/08 01:50:52;34,00;23,95;23,01
2025/12/08 01:55:54;34,00;23,95;23,01
2025/12/08 02:00:55;33,00;23,46;23,01
2025/12/08 02:05:57;31,00;23,46;22,52
2025/12/08 02:10:58;32,00;23,46;22,52
2025/12/08 02:15:30;33,00;23,46;22,03
2025/12/08 02:20:31;31,00;23,46;22,52
2025/12/08 02:25:33;34,00;22,97;22,52
2025/12/08 02:30:34;34,00;22,97;22,03
2025/12/08 02:35:36;35,00;22,48;21,54
2025/12/08 02:40:37;34,00;22,97;22,03
2025/12/08 02:45:39;34,00;22,48;21,54
2025/12/08 02:50:40;34,00;22,97;21,54
2025/12/08 02:55:42;32,00;22,48;21,54
2025/12/08 03:00:44;33,00;22,48;21,54
2025/12/08 03:05:45;34,00;22,48;21,54
2025/12/08 03:10:47;34,00;22,48;21,54
2025/12/08 03:15:48;33,00;21,99;21,05
2025/12/08 03:20:50;33,00;21,99;21,05
2025/12/08 03:25:51;33,00;21,99;21,05
2025/12/08 03:30:53;33,00;21,99;21,05
2025/12/08 03:35:54;33,00;21,99;21,05
2025/12/08 03:40:56;33,00;21,99;21,05
2025/12/08 03:45:57;32,00;21,99;21,05
2025/12/08 03:50:59;32,00;22,97;22,03
2025/12/08 03:55:30;32,00;22,97;22,52
2025/12/08 04:00:32;31,00;22,97;23,01
2025/12/08 04:05:33;31,00;22,97;22,52
2025/12/08 04:10:35;32,00;22,97;22,52
2025/12/08 04:15:36;31,00;22,97;22,52
2025/12/08 04:20:37;32,00;22,97;22,52
2025/12/08 04:25:39;32,00;22,97;22,52
2025/12/08 04:30:40;31,00;22,97;22,03
2025/12/08 04:35:42;31,00;22,97;22,03
2025/12/08 04:40:43;31,00;22,48;22,03
2025/12/08 04:45:45;30,00;22,48;22,03
2025/12/08 04:50:46;31,00;22,48;21,54
2025/12/08 04:55:48;31,00;22,48;21,54
2025/12/08 05:00:50;32,00;22,48;21,54
2025/12/08 05:05:51;32,00;22,48;21,54
2025/12/08 05:10:53;33,00;22,48;21,54
2025/12/08 05:15:54;33,00;22,48;21,54
2025/12/08 05:20:56;32,00;21,99;21,54
2025/12/08 05:25:57;32,00;22,48;21,54
2025/12/08 05:30:59;33,00;22,48;21,54
2025/12/08 05:35:30;33,00;22,48;21,54
2025/12/08 05:40:32;33,00;22,48;21,54
2025/12/08 05:45:33;33,00;22,48;21,54
2025/12/08 05:50:35;33,00;21,99;21,54
2025/12/08 05:55:36;33,00;21,99;21,05
2025/12/08 06:00:38;33,00;21,51;21,05
2025/12/08 06:05:39;33,00;21,51;21,05
2025/12/08 06:10:41;32,00;21,99;21,05
2025/12/08 06:15:42;32,00;21,51;21,05
2025/12/08 06:20:44;32,00;21,02;20,56
2025/12/08 06:25:45;31,00;21,51;20,56
2025/12/08 06:30:47;32,00;21,51;20,56
2025/12/08 06:35:48;32,00;21,02;20,56
2025/12/08 06:40:50;32,00;21,02;20,56
2025/12/08 06:45:51;32,00;21,02;20,56
2025/12/08 06:50:53;31,00;21,51;20,56
2025/12/08 06:55:54;32,00;21,99;21,05
2025/12/08 07:00:56;32,00;21,51;21,05
2025/12/08 07:05:58;31,00;21,51;21,05
2025/12/08 07:10:59;31,00;21,99;21,05
2025/12/08 07:15:30;32,00;22,48;22,03
2025/12/08 07:20:32;31,00;22,97;22,03
2025/12/08 07:25:34;31,00;22,97;22,52
2025/12/08 07:30:35;31,00;23,46;22,52
2025/12/08 07:35:37;31,00;23,46;23,01
2025/12/08 07:40:38;31,00;23,46;23,01
2025/12/08 07:45:39;31,00;23,95;23,49
2025/12/08 07:50:41;30,00;24,44;24,47
2025/12/08 07:55:42;31,00;25,90;25,94
2025/12/08 08:00:44;31,00;25,90;26,43
2025/12/08 08:05:45;31,00;25,90;26,43
2025/12/08 08:10:46;31,00;25,90;26,43
2025/12/08 09:25:56;18,00;34,21;34,74
2025/12/08 09:30:58;36,00;29,81;29,85
2025/12/08 09:35:59;38,00;29,33;29,36
2025/12/08 09:40:30;38,00;28,84;29,36
2025/12/08 09:45:31;36,00;28,84;29,36
2025/12/08 09:50:32;36,00;28,35;29,36
2025/12/08 09:55:34;35,00;28,84;29,36
2025/12/08 10:00:35;35,00;29,33;29,85
2025/12/08 10:05:36;33,00;28,84;29,85
2025/12/08 10:10:37;36,00;29,33;29,85
2025/12/08 10:15:39;34,00;28,84;29,85
2025/12/08 10:20:40;34,00;28,84;29,36
2025/12/08 10:25:41;33,00;29,33;29,85
2025/12/08 10:30:43;33,00;28,35;29,36
2025/12/08 10:35:44;34,00;28,35;29,85
2025/12/08 10:40:46;34,00;28,35;29,36
2025/12/08 10:45:47;35,00;28,35;28,87
2025/12/08 10:50:49;35,00;28,35;28,87
2025/12/08 10:55:50;34,00;27,86;29,36
2025/12/08 11:00:52;33,00;28,84;29,85
2025/12/08 11:05:54;33,00;28,84;29,85
2025/12/08 11:10:55;33,00;29,33;30,34
2025/12/08 11:15:57;33,00;30,30;31,80
2025/12/08 11:20:58;34,00;30,30;31,80
2025/12/08 11:25:30;35,00;29,81;30,34
2025/12/08 11:30:31;35,00;28,84;29,85
2025/12/08 11:35:33;34,00;28,84;29,85
2025/12/08 11:40:34;33,00;29,81;31,31
2025/12/08 11:45:36;32,00;30,30;32,29
2025/12/08 11:50:37;34,00;30,30;31,31
2025/12/08 11:55:39;34,00;29,81;30,83
2025/12/08 12:00:40;33,00;29,81;30,83
2025/12/08 12:05:42;34,00;29,81;31,31
2025/12/08 12:10:43;35,00;29,81;30,83
2025/12/08 12:15:45;38,00;29,33;30,34
2025/12/08 12:20:46;34,00;30,79;31,80
2025/12/08 12:25:48;37,00;31,28;31,80
2025/12/08 12:30:49;37,00;31,77;32,29
2025/12/08 12:35:51;35,00;32,26;33,27
2025/12/08 12:40:52;37,00;32,75;33,76
2025/12/08 12:45:53;37,00;33,24;34,74
2025/12/08 12:50:55;37,00;32,75;34,74
2025/12/08 12:55:56;37,00;32,75;34,25
2025/12/08 13:00:58;38,00;31,28;32,29
2025/12/08 13:05:59;38,00;30,79;32,29
2025/12/08 13:10:31;37,00;30,79;32,29
2025/12/08 13:15:32;37,00;30,30;31,80
2025/12/08 13:20:34;37,00;30,30;31,31
2025/12/08 13:25:35;34,00;31,28;31,80
2025/12/08 13:30:37;33,00;30,30;30,83
2025/12/08 13:35:38;33,00;31,77;32,78
2025/12/08 13:40:39;32,00;33,24;34,25
2025/12/08 13:45:41;36,00;34,70;36,20
2025/12/08 13:50:42;35,00;34,21;36,20
2025/12/08 13:55:44;36,00;34,21;36,20
2025/12/08 14:00:45;33,00;34,21;36,20
2025/12/08 14:05:46;32,00;33,24;35,22
2025/12/08 14:10:48;35,00;33,24;34,74
2025/12/08 14:15:49;35,00;35,68;37,67
2025/12/08 14:20:51;35,00;33,72;35,71
2025/12/08 14:25:52;39,00;32,26;33,76
2025/12/08 14:30:53;34,00;36,17;38,16
2025/12/08 14:35:55;35,00;33,24;35,71
2025/12/08 14:40:56;38,00;34,70;37,18
2025/12/08 14:45:58;37,00;34,21;35,71
2025/12/08 14:50:59;36,00;32,75;34,25
2025/12/08 14:55:30;34,00;34,21;36,20
2025/12/08 15:00:32;33,00;34,70;36,20
2025/12/08 15:05:33;37,00;36,17;38,65
2025/12/08 15:10:35;34,00;36,17;39,13
2025/12/08 15:15:36;36,00;35,68;37,67
2025/12/08 15:20:37;36,00;36,17;38,65
2025/12/08 15:25:39;36,00;36,17;39,62
2025/12/08 15:30:40;36,00;36,66;39,62
2025/12/08 15:35:41;35,00;36,66;39,13
2025/12/08 15:40:43;38,00;35,68;39,13
2025/12/08 15:45:44;33,00;34,21;36,20
2025/12/08 15:50:46;33,00;32,75;34,25
2025/12/08 15:55:47;33,00;34,21;36,20
2025/12/08 16:00:49;38,00;33,24;34,25
2025/12/08 16:05:50;34,00;32,26;33,27
2025/12/08 16:10:51;36,00;32,75;33,76
2025/12/08 16:15:53;34,00;31,77;32,29
2025/12/08 16:20:54;33,00;33,24;34,25
2025/12/08 16:25:56;34,00;35,68;36,69
2025/12/08 16:30:57;35,00;33,24;34,25
2025/12/08 16:35:59;35,00;31,77;32,29
2025/12/08 16:40:30;36,00;31,28;32,29
2025/12/08 16:45:32;37,00;31,28;31,80
2025/12/08 16:50:33;36,00;31,28;31,80
2025/12/08 16:55:35;36,00;31,28;31,80
2025/12/08 17:00:36;35,00;31,28;31,80
2025/12/08 17:05:38;35,00;33,24;33,76
2025/12/08 17:10:39;35,00;32,26;32,78
2025/12/08 17:15:41;35,00;31,77;31,80
2025/12/08 17:20:42;35,00;29,33;29,36
2025/12/08 17:25:44;37,00;27,37;27,40
2025/12/08 17:30:45;35,00;26,88;26,92
2025/12/08 17:35:47;34,00;25,90;25,45
2025/12/08 17:40:49;34,00;24,93;24,47
2025/12/08 17:45:50;33,00;23,95;23,49
2025/12/08 17:50:52;78,00;23,95;23,49
2025/12/08 17:55:54;121,00;23,46;23,01
2025/12/08 18:00:55;122,00;22,97;23,01
2025/12/08 18:05:57;120,00;23,46;22,52
2025/12/08 18:10:59;120,00;22,97;22,52
2025/12/08 18:15:30;121,00;22,97;22,52
2025/12/08 18:20:32;129,00;22,97;22,03
2025/12/08 18:25:34;142,00;22,97;22,03
2025/12/08 18:30:36;125,00;23,46;22,03
2025/12/08 18:35:38;124,00;22,97;22,03
2025/12/08 18:40:39;134,00;23,46;22,03
2025/12/08 18:45:41;118,00;22,97;22,03
2025/12/08 18:50:43;131,00;23,46;22,03
2025/12/08 18:55:45;123,00;22,97;22,03
2025/12/08 19:00:46;37,00;22,97;21,54
2025/12/08 19:05:48;42,00;22,97;21,54
2025/12/08 19:10:50;46,00;22,97;21,54
2025/12/08 19:15:52;44,00;22,97;21,54
2025/12/08 19:20:53;44,00;22,48;21,54
2025/12/08 19:25:55;45,00;22,48;21,54
2025/12/08 19:30:57;47,00;22,48;21,54
2025/12/08 19:35:59;47,00;22,48;21,54
2025/12/08 19:40:30;48,00;22,48;21,54
2025/12/08 19:45:32;51,00;22,48;21,54
2025/12/08 19:50:34;51,00;22,48;21,54
2025/12/08 19:55:36;55,00;22,48;21,54
2025/12/08 20:00:37;55,00;21,99;21,54
2025/12/08 20:05:39;58,00;22,48;21,54
2025/12/08 20:10:41;56,00;22,48;21,54
2025/12/08 20:15:43;56,00;22,48;21,54
2025/12/08 20:20:44;59,00;22,48;21,54
2025/12/08 20:25:46;61,00;22,48;21,54
2025/12/08 20:30:48;59,00;22,48;21,54
2025/12/08 20:35:50;60,00;22,48;21,54
2025/12/08 20:40:51;60,00;22,48;21,54
2025/12/08 20:45:53;64,00;22,48;21,54
2025/12/08 20:50:55;65,00;22,48;21,54
2025/12/08 20:55:57;65,00;22,48;21,54
2025/12/08 21:00:58;64,00;22,48;21,54
2025/12/08 21:05:30;122,00;22,48;22,03
2025/12/08 21:10:32;141,00;22,97;21,54
2025/12/08 21:15:34;144,00;22,48;22,03
2025/12/08 21:20:35;131,00;22,48;22,03
2025/12/08 21:25:37;64,00;22,48;21,54
2025/12/08 21:30:39;63,00;22,48;21,54
2025/12/08 21:35:41;66,00;22,48;21,54
2025/12/08 21:40:42;62,00;22,48;21,54
2025/12/08 21:45:44;63,00;22,48;21,54
2025/12/08 21:50:46;65,00;22,48;21,54
2025/12/08 21:55:48;122,00;22,48;21,54
2025/12/08 22:00:49;140,00;22,48;22,03
2025/12/08 22:05:51;128,00;22,48;22,03
2025/12/08 22:10:53;134,00;22,48;22,03
2025/12/08 22:15:55;67,00;22,48;21,54
2025/12/08 22:20:57;71,00;21,99;21,54
2025/12/08 22:25:58;118,00;21,99;21,54
2025/12/08 22:30:30;66,00;21,99;21,54
2025/12/08 22:35:32;66,00;21,99;21,54
2025/12/08 22:40:33;65,00;21,99;21,54
2025/12/08 22:45:35;64,00;21,99;21,54
2025/12/08 22:50:37;70,00;21,51;21,54
2025/12/08 22:55:39;69,00;21,99;21,54
2025/12/08 23:00:41;75,00;21,99;21,54
2025/12/08 23:05:42;76,00;21,99;21,54
2025/12/08 23:10:44;75,00;21,99;21,54
2025/12/08 23:15:46;74,00;21,99;21,54
2025/12/08 23:20:48;75,00;21,99;21,54
2025/12/08 23:25:49;73,00;21,99;21,54
2025/12/08 23:30:51;76,00;21,99;21,54
2025/12/08 23:35:53;75,00;21,99;21,54
2025/12/08 23:40:55;73,00;21,99;21,05
2025/12/08 23:45:56;76,00;21,99;21,05
2025/12/08 23:50:58;75,00;21,51;21,05
2025/12/08 23:55:30;142,00;21,51;21,54
2025/12/09 00:00:32;133,00;21,51;21,05
2025/12/09 00:05:33;134,00;21,51;21,05
2025/12/09 00:10:35;133,00;21,51;21,05
2025/12/09 00:15:37;80,00;21,51;21,05
2025/12/09 00:20:39;76,00;21,51;21,05
2025/12/09 00:25:41;76,00;21,51;21,05
2025/12/09 00:30:42;74,00;21,51;21,05
2025/12/09 00:35:44;74,00;21,51;21,05
2025/12/09 00:40:46;74,00;21,51;21,05
2025/12/09 00:45:48;73,00;21,51;21,05
2025/12/09 00:50:50;73,00;21,51;21,05
2025/12/09 00:55:51;71,00;21,51;21,05
2025/12/09 01:00:53;74,00;21,51;21,05
2025/12/09 01:05:55;73,00;21,51;21,05
2025/12/09 01:10:57;73,00;21,51;21,05
2025/12/09 01:15:58;73,00;21,51;21,05
2025/12/09 01:20:30;73,00;21,51;21,05
2025/12/09 01:25:32;73,00;21,51;21,05
2025/12/09 01:30:34;71,00;21,51;21,05
2025/12/09 01:35:35;71,00;21,51;21,05
2025/12/09 01:40:37;70,00;21,51;21,05
2025/12/09 01:45:39;71,00;21,51;21,05
2025/12/09 01:50:41;70,00;21,02;21,05
2025/12/09 01:55:43;68,00;21,02;20,56
2025/12/09 02:00:44;69,00;21,51;21,05
2025/12/09 02:05:46;69,00;21,02;21,05
2025/12/09 02:10:48;69,00;21,02;21,05
2025/12/09 02:15:50;69,00;21,51;21,05
2025/12/09 02:20:51;68,00;21,02;21,05
2025/12/09 02:25:53;68,00;21,02;21,05
2025/12/09 02:30:55;68,00;21,02;21,05
2025/12/09 02:35:57;68,00;21,02;21,05
2025/12/09 02:40:59;68,00;21,02;21,05
2025/12/09 02:45:30;68,00;21,02;21,05
2025/12/09 02:50:32;67,00;21,02;21,05
2025/12/09 02:55:34;66,00;21,02;20,56
2025/12/09 03:00:36;67,00;21,02;21,05
2025/12/09 03:05:37;67,00;21,02;21,05
2025/12/09 03:10:39;66,00;21,02;21,05
2025/12/09 03:15:41;66,00;21,02;21,05
2025/12/09 03:20:43;66,00;21,02;21,05
2025/12/09 03:25:45;66,00;21,02;21,05
2025/12/09 03:30:46;65,00;21,02;21,05
2025/12/09 03:35:48;66,00;21,02;21,05
2025/12/09 03:40:50;65,00;21,02;21,05
2025/12/09 03:45:52;65,00;21,02;21,05
2025/12/09 03:50:54;64,00;21,02;21,05
2025/12/09 03:55:55;65,00;21,02;21,05
2025/12/09 04:00:57;65,00;21,02;21,05
2025/12/09 04:05:59;67,00;21,02;21,05
2025/12/09 04:10:31;69,00;21,02;21,05
2025/12/09 04:15:32;69,00;21,02;21,05
2025/12/09 04:20:34;68,00;21,02;21,05
2025/12/09 04:25:36;69,00;21,02;21,05
2025/12/09 04:30:38;68,00;21,02;21,05
2025/12/09 04:35:40;68,00;21,02;21,05
2025/12/09 04:40:41;67,00;21,02;21,05
2025/12/09 04:45:43;66,00;21,02;21,05
2025/12/09 04:50:45;66,00;21,02;21,05
2025/12/09 04:55:47;67,00;21,02;21,05
2025/12/09 05:00:48;66,00;21,02;21,05
2025/12/09 05:05:50;67,00;21,02;21,05
2025/12/09 05:10:52;66,00;21,02;21,05
2025/12/09 05:15:54;65,00;21,02;21,05
2025/12/09 05:20:56;66,00;22,48;21,05
2025/12/09 05:25:57;67,00;21,02;21,05
2025/12/09 05:30:59;67,00;21,02;21,05
2025/12/09 05:35:31;67,00;21,02;21,05
2025/12/09 05:40:33;66,00;21,02;21,05
2025/12/09 05:45:34;67,00;21,02;21,05
2025/12/09 05:50:36;67,00;21,02;21,05
2025/12/09 05:55:38;67,00;21,02;21,05
2025/12/09 06:00:40;67,00;21,02;21,05
2025/12/09 06:05:42;67,00;21,02;21,05
2025/12/09 06:10:43;68,00;21,02;21,05
2025/12/09 06:15:45;67,00;21,02;21,05
2025/12/09 06:20:47;67,00;21,02;21,05
2025/12/09 06:25:49;68,00;21,02;21,05
2025/12/09 06:30:51;68,00;21,02;21,05
2025/12/09 06:35:52;67,00;21,02;21,05
2025/12/09 06:40:54;66,00;21,02;21,05
2025/12/09 06:45:56;66,00;21,02;21,05
2025/12/09 06:50:58;65,00;21,02;21,05
2025/12/09 07:00:31;64,00;21,02;21,05
2025/12/09 07:05:33;65,00;21,02;21,05
2025/12/09 07:10:34;63,00;21,02;21,05
2025/12/09 07:15:36;64,00;21,02;21,05
2025/12/09 07:20:38;65,00;21,02;21,05
2025/12/09 07:25:40;65,00;21,02;21,05
2025/12/09 07:30:42;65,00;21,02;21,05
2025/12/09 07:35:43;64,00;21,02;21,05
2025/12/09 07:40:45;65,00;21,02;21,05
2025/12/09 07:45:47;65,00;21,02;21,05
2025/12/09 07:50:49;65,00;20,53;21,05
2025/12/09 07:55:51;68,00;21,51;21,05
2025/12/09 08:00:52;66,00;21,51;21,05
2025/12/09 08:05:54;67,00;21,02;21,05
2025/12/09 08:10:56;65,00;21,51;21,05
2025/12/09 08:15:58;66,00;21,51;21,05
2025/12/09 08:20:59;65,00;21,51;21,05
2025/12/09 08:25:31;65,00;21,51;21,05
2025/12/09 08:30:33;64,00;21,51;21,54
2025/12/09 08:35:35;65,00;21,51;21,54
2025/12/09 08:40:36;64,00;21,51;21,54
2025/12/09 08:45:38;63,00;21,51;21,54
2025/12/09 08:50:40;63,00;21,51;21,54
2025/12/09 08:55:42;63,00;21,51;21,54
2025/12/09 09:00:44;63,00;21,51;21,54
2025/12/09 09:05:45;63,00;21,02;21,54
2025/12/09 09:10:47;63,00;21,51;21,54
2025/12/09 09:15:49;62,00;21,51;21,54
2025/12/09 09:20:51;61,00;21,51;21,05
2025/12/09 09:25:52;62,00;21,51;21,05
2025/12/09 09:30:54;61,00;21,51;21,54
2025/12/09 09:35:56;61,00;21,51;21,54
2025/12/09 09:40:58;61,00;21,51;21,54
2025/12/09 09:50:31;62,00;21,99;21,54
2025/12/09 09:55:33;61,00;21,51;21,54
2025/12/09 10:00:34;62,00;21,51;21,54
